index,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,torque_splitnm,torque_splitrpm,selling_price_grouped,std_price
388,403,Maruti,2020,4919,35000,Central,Michigan,Detroit,CNG,Individual,Manual,First_Owner,20.88,1196,61.7,5,Y,85.0,3000,4919.0,-0.2948794429983934
389,404,Maruti,2014,2580,80000,Central,Michigan,Detroit,Petrol,Individual,Manual,Second_Owner,23.95,998,67.05,5,Y,90.0,3500,2580.0,-0.534472554278554
390,405,Mahindra,2016,15480,50000,South,North Carolina,Charlotte,Diesel,Individual,Automatic,First_Owner,16.0,2179,140.0,7,Y,330.0,2200,15480.0,0.7869259645389197
391,406,Maruti,2010,1800,80000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,5,Y,90.0,3500,1800.0,-0.6143710693698431
392,407,Hyundai,2013,2628,50000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,5,Y,74.5,4000,2628.0,-0.5295557225806286
393,408,Tata,2018,3900,100000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,5,Y,114.0,3500,3900.0,-0.3992596825856032
394,409,Maruti,2013,3120,120000,South,Florida,Miami,Petrol,Individual,Manual,Second_Owner,15.1,1196,73.0,5,Y,101.0,3000,3120.0,-0.4791581976768923
395,410,Jaguar,2017,31500,9000,West,California,San Francisco,Diesel,Dealer,Automatic,First_Owner,13.6,1999,177.0,5,Y,430.0,2125,31500.0,2.42791854372155
396,411,Lexus,2019,61800,20000,South,Georgia,Atlanta,Petrol,Dealer,Automatic,First_Owner,22.37,2487,214.56,5,Y,202.0,4400,61800.0,5.5316685530370115
397,412,Jaguar,2017,38400,45000,East,New York,New York City,Diesel,Dealer,Automatic,First_Owner,19.33,1999,177.0,5,Y,430.0,2125,38400.0,3.134713100298338
398,413,Tata,2015,6036,110000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,7,Y,320.0,2250,6036.0,-0.18046067202791916
399,414,Volvo,2019,45600,20000,West,California,Los Angeles,Diesel,Individual,Automatic,First_Owner,18.0,1969,190.0,5,Y,400.0,2212,45600.0,3.8722378549871608
400,415,Toyota,2016,24000,68089,Central,Michigan,Detroit,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.16,2494,157.7,5,Y,213.0,4500,24000.0,1.6596635909206932
401,416,Maruti,2013,2700,58343,Central,Michigan,Detroit,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,5,Y,90.0,3500,2700.0,-0.5221804750337403
402,417,Maruti,2018,8880,38817,East,New York,New York City,Diesel,Dealer,Manual,First_Owner,27.39,1248,74.0,5,Y,190.0,2000,8880.0,0.11086160607416573
403,418,Honda,2016,6600,56494,South,Florida,Miami,Petrol,Trustmark_Dealer,Manual,First_Owner,18.2,1199,88.7,5,Y,110.0,4800,6600.0,-0.12268789957729474
404,419,Toyota,2013,9000,79328,South,Florida,Miami,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,7,Y,200.0,2400,9000.0,0.12315368531897944
405,420,Maruti,2019,7800,5621,South,Florida,Miami,Petrol,Trustmark_Dealer,Automatic,First_Owner,22.0,1197,81.8,5,Y,113.0,4200,7800.0,0.00023289287084235245
406,421,Toyota,2017,7500,25538,East,New York,New York City,Petrol,Trustmark_Dealer,Manual,First_Owner,16.78,1496,88.73,5,Y,132.0,3000,7500.0,-0.03049730524119192
407,422,Maruti,2018,7200,69779,East,New York,New York City,Petrol,Dealer,Automatic,First_Owner,22.0,1197,81.8,5,Y,113.0,4200,7200.0,-0.061227503353226194
408,423,Hyundai,2017,5400,56290,Central,Michigan,Detroit,Diesel,Dealer,Manual,First_Owner,24.0,1186,73.97,5,Y,190.24,2000,5400.0,-0.2456086920254318
409,424,BMW,2019,64800,7500,East,Massachusetts,Boston,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,5,Y,400.0,2125,64800.0,5.838970534157355
410,425,BMW,2019,66000,8500,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,16.78,1995,190.0,5,Y,400.0,2125,66000.0,5.961891326605492
411,426,Honda,2019,9348,7032,West,California,Los Angeles,Petrol,Trustmark_Dealer,Automatic,First_Owner,19.0,1199,88.76,5,Y,110.0,4800,9348.0,0.1588007151289392
412,427,Skoda,2016,7740,11000,West,California,Los Angeles,Petrol,Dealer,Automatic,First_Owner,14.3,1598,103.5,5,Y,153.0,3800,7740.0,-0.005913146751564502
413,428,Volvo,2018,29700,2000,West,California,Los Angeles,Diesel,Dealer,Automatic,First_Owner,16.8,1984,150.0,5,Y,350.0,2125,29700.0,2.2435373550493445
414,429,Honda,2019,8400,40000,West,California,Los Angeles,Diesel,Individual,Automatic,First_Owner,23.8,1498,78.9,5,Y,160.0,1750,8400.0,0.0616932890949109
415,430,Hyundai,2017,11400,45000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,21.38,1396,88.7,5,Y,219.7,2125,11400.0,0.36899527021525363
416,431,Maruti,2010,1920,80000,Central,Illinois,Chicago,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,5,Y,62.0,3000,1920.0,-0.6020789901250294
417,432,Hyundai,2015,4919,135000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,24.4,1120,71.01,5,Y,180.4,2125,4919.0,-0.2948794429983934
418,433,Toyota,2015,10080,120000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.6,7,Y,200.0,2400,10080.0,0.23378239852230281
419,434,Toyota,2013,5400,67000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,23.59,1364,67.1,5,Y,170.0,2100,5400.0,-0.2456086920254318
420,435,Maruti,2017,10800,50000,South,Georgia,Atlanta,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,5,Y,190.0,2000,10800.0,0.30753487399118506
421,436,Toyota,2008,6840,134000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second_Owner,12.8,2494,102.0,7,Y,140.0,2400,6840.0,-0.09810374108766731
422,437,Nissan,2011,3059,110000,South,Georgia,Atlanta,Diesel,Individual,Manual,Second_Owner,23.08,1461,63.1,5,Y,160.0,2000,3059.0,-0.4854066712930059
423,438,Maruti,2009,1560,40000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,16.1,796,37.0,4,Y,59.0,2500,1560.0,-0.6389552278594706
424,439,Maruti,2013,6360,120000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,23.4,1248,74.0,5,Y,190.0,2000,6360.0,-0.14727205806692215
425,440,Volkswagen,2015,6240,110000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,20.14,1498,88.8,5,Y,230.0,2000,6240.0,-0.15956413731173585
426,441,Mahindra,2011,2759,170000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second_Owner,21.0,1461,64.1,5,Y,160.0,2000,2759.0,-0.5161368694050402
427,442,Maruti,2004,972,80000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,4,Y,59.0,2500,972.0,-0.6991864161590576
428,443,Maruti,2016,7200,47000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,5,Y,190.0,2000,7200.0,-0.061227503353226194
429,444,Hyundai,2015,4919,93000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,19.1,1197,81.86,5,Y,113.75,4000,4919.0,-0.2948794429983934
430,445,Maruti,2010,1440,70000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,16.1,796,37.0,4,Y,59.0,2500,1440.0,-0.6512473071042842
431,446,Maruti,2014,3840,50000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,5,Y,90.0,3500,3840.0,-0.40540572220801
432,447,Ford,2015,3504,70000,South,Florida,Miami,Diesel,Individual,Manual,First_Owner,20.0,1399,68.05,5,Y,160.0,2000,3504.0,-0.43982354409348845
433,448,Tata,2012,4680,80000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,13.93,2179,138.03,7,Y,320.0,2200,4680.0,-0.3193611674943141
434,449,Ford,2016,6600,44000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,5,Y,112.0,4000,6600.0,-0.12268789957729474
435,450,Maruti,2014,4620,25000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,23.1,998,67.04,5,Y,90.0,3500,4620.0,-0.32550720711672093
436,451,Hyundai,2016,9600,25000,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,15.29,1591,121.3,5,Y,151.0,4850,9600.0,0.18461408154304798
437,452,Maruti,2019,8100,10000,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,21.21,1197,81.8,5,Y,113.0,4200,8100.0,0.030963090982876626
438,453,Tata,2018,18300,50000,Central,Texas,Dallas,Diesel,Individual,Manual,First_Owner,17.6,2179,153.86,7,Y,400.0,2125,18300.0,1.0757898267920418
439,454,Ford,2018,11400,30000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,23.0,1498,98.96,5,Y,205.0,2500,11400.0,0.36899527021525363
440,455,Hyundai,2015,7320,50000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,21.19,1396,88.73,5,Y,219.66,2125,7320.0,-0.048935424108412486
441,456,Hyundai,2012,6300,120000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,5,Y,219.7,2125,6300.0,-0.153418097689329
442,457,Honda,2019,8400,40000,West,California,Los Angeles,Diesel,Individual,Automatic,First_Owner,23.8,1498,78.9,5,Y,160.0,1750,8400.0,0.0616932890949109
443,458,Mahindra,2015,4500,80000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,7,Y,195.0,1800,4500.0,-0.33779928636153467
444,459,Nissan,2015,6960,90000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,20.45,1461,83.8,5,Y,200.0,1900,6960.0,-0.0858116618428536
445,460,Maruti,2015,5219,50000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,20.4,1197,83.11,5,Y,115.0,4000,5219.0,-0.26414924488635916
446,461,Datsun,2020,4200,2136,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,22.5,999,67.0,5,Y,91.0,4250,4200.0,-0.3685294844735689
447,462,Toyota,2012,8760,250000,South,Florida,Miami,Diesel,Individual,Manual,First_Owner,12.99,2494,100.0,7,Y,200.0,2400,8760.0,0.09856952682935202
448,463,Hyundai,2015,7200,35000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,5,Y,114.7,4000,7200.0,-0.061227503353226194
449,464,Toyota,2015,12600,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,7,Y,200.0,2400,12600.0,0.4919160626633907
450,465,Maruti,2017,8820,70000,Central,Texas,Houston,Diesel,Individual,Manual,First_Owner,27.39,1248,74.0,5,Y,190.0,2000,8820.0,0.10471556645175888
451,466,Renault,2018,12600,18000,Central,Texas,Houston,Diesel,Dealer,Manual,First_Owner,19.6,1461,108.45,5,Y,245.0,1750,12600.0,0.4919160626633907
452,467,Chevrolet,2016,5040,110000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,18.2,1248,73.74,7,Y,172.5,1750,5040.0,-0.28248492975987294
453,468,Maruti,2017,9600,60000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,23.65,1248,88.5,5,Y,200.0,1750,9600.0,0.18461408154304798
454,469,Toyota,2015,24000,60000,Central,Illinois,Chicago,Diesel,Individual,Automatic,First_Owner,12.55,2982,168.5,7,Y,360.0,2300,24000.0,1.6596635909206932
455,470,Maruti,2016,7200,147000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,26.59,1248,74.0,5,Y,190.0,2000,7200.0,-0.061227503353226194
456,471,Toyota,2015,22800,130000,West,California,Los Angeles,Diesel,Individual,Automatic,First_Owner,12.55,2982,168.5,7,Y,360.0,2300,22800.0,1.536742798472556
457,472,Chevrolet,2011,6000,99500,East,New York,New York City,Diesel,Individual,Manual,Third_Owner,11.5,1991,147.9,7,Y,320.0,2000,6000.0,-0.18414829580136327
458,473,Tata,2011,2400,110000,Central,Michigan,Detroit,Diesel,Individual,Manual,Second_Owner,17.0,1405,71.0,5,Y,135.0,2500,2400.0,-0.5529106731457746
459,474,Nissan,2016,4440,35000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,19.49,1198,67.04,5,Y,104.0,4000,4440.0,-0.3439453259839415
460,475,Hyundai,2010,3120,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,16.2,1493,110.0,5,Y,140.0,2325,3120.0,-0.4791581976768923
461,476,Mahindra,2016,3360,100000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,25.32,1198,77.0,6,Y,190.0,2000,3360.0,-0.45457403918726486
462,477,Maruti,2014,7320,21000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First_Owner,16.02,1373,93.7,7,Y,130.0,4000,7320.0,-0.048935424108412486
463,478,Ford,2013,3600,60000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,23.5,1498,90.0,5,Y,204.0,2375,3600.0,-0.42998988069763744
464,479,Tata,2010,1680,40000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,16.6,1405,70.0,5,Y,140.0,2400,1680.0,-0.6266631486146568
465,480,Hyundai,2008,2759,50000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First_Owner,19.81,1086,68.05,5,Y,99.04,4500,2759.0,-0.5161368694050402
466,481,Maruti,2010,2400,65000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second_Owner,19.0,998,66.1,5,Y,90.0,3500,2400.0,-0.5529106731457746
467,482,Maruti,2011,2400,80000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,18.9,998,67.1,5,Y,90.0,3500,2400.0,-0.5529106731457746
468,483,Hyundai,2015,6720,119000,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,23.9,1582,126.2,5,Y,259.9,2325,6720.0,-0.11039582033248103
469,484,Maruti,2016,9000,80000,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,24.52,1248,88.5,7,Y,200.0,1750,9000.0,0.12315368531897944
470,485,Maruti,2017,7020,90000,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,5,Y,190.0,2000,7020.0,-0.07966562222044675
471,486,Hyundai,2016,9120,20000,South,North Carolina,Charlotte,Petrol,Individual,Manual,First_Owner,17.01,1591,121.4,5,Y,154.9,4200,9120.0,0.13544576456379315
472,487,Maruti,2014,5160,80000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second_Owner,25.2,1248,74.0,5,Y,190.0,2000,5160.0,-0.27019285051505926
473,488,Mahindra,2020,5760,44665,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,25.32,1198,77.0,6,Y,190.0,2000,5760.0,-0.2087324542909907
474,489,Kia,2019,7716,10000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,20.8,1493,113.4,5,Y,250.0,2125,7716.0,-0.008371562600527243
475,490,Hyundai,2018,6000,60000,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,20.14,1197,81.86,5,Y,113.75,4000,6000.0,-0.18414829580136327
476,491,Honda,2016,5100,22000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,18.5,1198,86.8,5,Y,109.0,4500,5100.0,-0.2763388901374661
477,492,Maruti,2014,3000,25000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,5,Y,69.0,3500,3000.0,-0.491450276921706
478,493,Maruti,2016,3420,70000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,27.62,793,47.0,5,Y,125.0,2000,3420.0,-0.448427999564858
479,494,Maruti,2008,1920,123000,West,Washington,Seattle,Petrol,Individual,Manual,Third_Owner,17.5,1298,85.8,5,Y,114.0,4000,1920.0,-0.6020789901250294
480,495,Volkswagen,2011,3000,70000,West,Washington,Seattle,Diesel,Individual,Manual,Second_Owner,20.54,1598,103.6,5,Y,250.0,2000,3000.0,-0.491450276921706
481,496,Chevrolet,2013,2040,70000,South,Florida,Miami,Petrol,Individual,Manual,Second_Owner,18.6,1199,79.4,5,Y,108.0,4400,2040.0,-0.5897869108802156
482,497,Toyota,2013,4919,45000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,23.59,1364,67.06,5,Y,170.0,2100,4919.0,-0.2948794429983934
483,498,Hyundai,2015,4800,40000,East,New York,New York City,Petrol,Individual,Automatic,First_Owner,18.9,1197,82.0,5,Y,114.0,4000,4800.0,-0.30706908824950035
484,499,Maruti,2019,8400,30000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,5,Y,190.0,2000,8400.0,0.0616932890949109
485,500,Honda,2007,4200,90000,West,Washington,Seattle,Petrol,Individual,Automatic,First_Owner,12.9,1799,130.0,5,Y,172.0,4300,4200.0,-0.3685294844735689
486,501,Maruti,2016,7920,34000,Central,Texas,Dallas,Petrol,Individual,Manual,Second_Owner,17.5,1373,91.1,7,Y,130.0,4000,7920.0,0.012524972115656062
487,502,Maruti,2017,3216,25000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,24.7,796,47.3,5,Y,69.0,3500,3216.0,-0.4693245342810413
488,503,Maruti,2016,3240,50000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,5,Y,69.0,3500,3240.0,-0.4668661184320786
489,504,Chevrolet,2013,3600,50000,Central,Michigan,Detroit,Diesel,Individual,Manual,First_Owner,25.44,936,57.6,5,Y,150.0,1750,3600.0,-0.42998988069763744
490,505,Tata,2017,5400,90000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,5,Y,114.0,3500,5400.0,-0.2456086920254318
491,506,Chevrolet,2012,2640,70000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,25.44,936,57.6,5,Y,150.0,1750,2640.0,-0.5283265146561471
492,507,Tata,2009,3000,146000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,13.93,2179,138.0,7,Y,320.0,2200,3000.0,-0.491450276921706
493,508,Ford,2012,3600,85000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,15.6,1196,70.0,5,Y,102.0,4000,3600.0,-0.42998988069763744
494,509,Tata,2009,1056,201850,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,17.88,1396,52.8,5,Y,85.0,2500,1056.0,-0.6905819606876881
495,510,Maruti,2016,6732,30000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,5,Y,190.0,2000,6732.0,-0.10916661240799966
496,511,Maruti,2018,9060,15000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,5,Y,190.0,2000,9060.0,0.1292997249413863
497,512,Datsun,2017,2820,25000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,22.7,799,53.64,5,Y,72.0,4386,2820.0,-0.5098883957889265
498,513,Maruti,2011,1980,90000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,5,Y,90.0,3500,1980.0,-0.5959329505026225
499,514,Maruti,2008,2280,80000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,5,Y,190.0,2000,2280.0,-0.5652027523905883
500,515,Tata,2011,1320,50000,Central,Texas,Dallas,Diesel,Individual,Manual,First_Owner,17.2,1396,53.5,5,Y,140.0,2500,1320.0,-0.6635393863490979
501,516,Mahindra,2012,3840,80000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,8,Y,180.0,1470,3840.0,-0.40540572220801
502,518,Hyundai,2016,6480,38000,West,California,San Diego,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,5,Y,114.7,4000,6480.0,-0.13497997882210844
503,519,Hyundai,2013,2160,60000,West,California,San Diego,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,5,Y,74.5,4000,2160.0,-0.5774948316354019
504,520,Maruti,2016,3240,100000,West,California,Los Angeles,Petrol,Individual,Manual,Third_Owner,15.37,1196,73.0,7,Y,101.0,3000,3240.0,-0.4668661184320786
505,521,Maruti,2012,5400,30000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,17.5,1197,85.8,5,Y,114.0,4000,5400.0,-0.2456086920254318
506,522,Maruti,2014,5400,30000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,19.1,1197,85.8,5,Y,114.0,4000,5400.0,-0.2456086920254318
507,523,Chevrolet,2015,2400,50000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,18.6,1199,76.8,5,Y,106.5,4400,2400.0,-0.5529106731457746
508,524,Tata,2017,5100,42000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,23.84,1199,84.0,5,Y,114.0,3500,5100.0,-0.2763388901374661
509,525,Chevrolet,2016,4800,30000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,18.2,1199,82.4,5,Y,108.5,5000,4800.0,-0.30706908824950035
510,526,Maruti,2009,1500,60000,Central,Texas,Dallas,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,5,Y,62.0,3000,1500.0,-0.6451012674818773
511,527,Jeep,2018,19200,14000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,17.1,1956,170.0,5,Y,350.0,2125,19200.0,1.1679804211281446
512,528,Honda,2015,10800,22000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,17.4,1497,117.3,5,Y,145.0,4600,10800.0,0.30753487399118506
513,529,Volkswagen,2012,5400,90000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,20.54,1598,103.6,5,Y,250.0,2000,5400.0,-0.2456086920254318
514,530,Maruti,2011,2520,46000,Central,Texas,Houston,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,5,Y,90.0,3500,2520.0,-0.5406185939009608
515,531,Hyundai,2018,9612,20000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,5,Y,114.7,4000,9612.0,0.18584328946752934
516,532,Tata,2014,3804,15000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First_Owner,15.42,1405,70.0,7,Y,135.0,2500,3804.0,-0.40909334598145414
517,533,Maruti,2015,7200,40000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second_Owner,16.02,1373,93.7,7,Y,130.0,4000,7200.0,-0.061227503353226194
518,534,Hyundai,2014,3960,30000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second_Owner,18.5,1197,82.85,5,Y,113.7,4000,3960.0,-0.39311364296319634
519,535,Hyundai,2017,3840,15000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,5,Y,74.5,4000,3840.0,-0.40540572220801
520,537,Hyundai,2007,1440,110000,South,Florida,Miami,Petrol,Individual,Manual,Second_Owner,15.3,1341,83.0,5,Y,115.0,3200,1440.0,-0.6512473071042842
521,538,Maruti,2009,1560,70000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,5,Y,62.0,3000,1560.0,-0.6389552278594706
522,539,Chevrolet,2015,2640,80000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.2,1199,82.4,5,Y,108.5,5000,2640.0,-0.5283265146561471
523,541,Tata,2015,4080,110000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,17.57,1193,88.7,5,Y,140.0,2750,4080.0,-0.3808215637183826
524,542,Ford,2013,2400,70000,West,Washington,Seattle,Diesel,Individual,Manual,Second_Owner,19.68,1399,67.0,5,Y,160.0,2000,2400.0,-0.5529106731457746
525,543,Maruti,2002,1680,50000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,5,Y,62.0,3000,1680.0,-0.6266631486146568
526,544,Toyota,2013,12000,190000,Central,Michigan,Detroit,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,8,Y,200.0,2400,12000.0,0.43045566643932215
527,545,Mahindra,2010,5940,100000,Central,Michigan,Detroit,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,7,Y,180.0,1470,5940.0,-0.19029433542377014
528,546,Maruti,2015,2832,60000,West,California,San Diego,Petrol,Individual,Manual,First_Owner,22.74,796,47.3,5,Y,69.0,3500,2832.0,-0.5086591878644452
529,547,Maruti,2015,4680,40000,Central,Illinois,Chicago,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,5,Y,90.0,3500,4680.0,-0.3193611674943141
530,548,Maruti,2009,3300,90000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,5,Y,190.0,2000,3300.0,-0.46072007880967175
531,549,Tata,2015,6036,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,14.1,2179,147.94,7,Y,320.0,2250,6036.0,-0.18046067202791916
532,550,Maruti,2017,9300,32000,Central,Illinois,Chicago,Diesel,Dealer,Manual,First_Owner,24.3,1248,88.5,5,Y,200.0,1750,9300.0,0.15388388343101372
533,551,Toyota,2016,21600,30000,West,Washington,Seattle,Diesel,Individual,Automatic,First_Owner,11.36,2755,171.5,7,Y,360.0,2300,21600.0,1.4138220060244189
534,552,Hyundai,2016,10200,58000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,19.67,1582,126.2,5,Y,259.9,2325,10200.0,0.24607447776711652
535,553,Maruti,2018,9000,5000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,5,Y,200.0,1750,9000.0,0.12315368531897944
536,554,Hyundai,2018,6840,25000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,5,Y,114.7,4000,6840.0,-0.09810374108766731
537,555,Hyundai,2018,6960,32000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.9,1197,81.86,5,Y,113.75,4000,6960.0,-0.0858116618428536
538,556,Honda,2016,5819,30000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.7,1199,88.7,5,Y,110.0,4800,5819.0,-0.20268884866229062
539,557,Honda,2017,8400,43000,East,New York,New York City,Petrol,Dealer,Manual,First_Owner,15.4,1497,117.3,7,Y,145.0,4600,8400.0,0.0616932890949109
540,558,Hyundai,2012,4980,60000,Central,Texas,Dallas,Petrol,Dealer,Manual,First_Owner,17.7,1497,113.42,5,Y,144.15,4500,4980.0,-0.28863096938227983
541,559,Nissan,2015,3900,50000,West,California,Los Angeles,Petrol,Individual,Automatic,First_Owner,19.34,1198,76.0,5,Y,104.0,4400,3900.0,-0.3992596825856032
542,560,Ford,2018,6600,14200,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.16,1196,86.8,5,Y,112.0,4000,6600.0,-0.12268789957729474
543,561,Hyundai,2017,3600,10000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,5,Y,74.5,4000,3600.0,-0.42998988069763744
544,562,Datsun,2018,2604,25000,East,New York,New York City,Petrol,Individual,Manual,First_Owner,22.7,799,53.64,5,Y,72.0,4386,2604.0,-0.5320141384295912
545,563,Ford,2018,8400,19100,Central,Texas,Dallas,Petrol,Individual,Manual,First_Owner,19.0,1194,94.68,5,Y,120.0,4250,8400.0,0.0616932890949109
546,564,Hyundai,2019,5592,25000,East,District of Columbia,Washington,Petrol,Individual,Automatic,Fourth_Above_Owner,20.3,1086,68.0,5,Y,99.0,4500,5592.0,-0.2259413652337299
